UID,Club,Position,Age,DoB,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
4001214,Sutton United,"M (C), ST (C)",42,16/2/1981 (42 years old),14,12,7,0,0.00,12,10,11,8,7,600,55,62,11,85,45
4001323,Coventry,"DM, M (C)",33,10/2/1990 (33 years old),14,16,17,1855,6.62,12,13,12,12,14,2250,111,120,15,134,106
4001471,Harrogate Town,D (LC),33,15/5/1990 (33 years old),13,13,13,1168,6.81,11,10,13,10,17,3000,83,120,7,85,73
4001980,Salford,ST (C),34,7/6/1989 (34 years old),19,15,10,2685,6.86,11,16,13,13,5,3000,97,120,6,85,97
4002123,Accrington Stanley,M/AM (RL),35,7/8/1987 (35 years old),16,12,6,2097,6.72,12,11,12,15,11,2400,89,110,7,85,78
4002135,Boreham Wood,ST (C),32,12/8/1990 (32 years old),14,14,11,69,6.55,12,9,8,5,14,2500,81,115,7,72,73
4002177,Brentford,D (LC),33,21/9/1989 (33 years old),16,14,12,3356,6.74,13,11,16,12,8,6000,140,143,11,185,134
5002586,Crewe,GK,38,23/10/1984 (38 years old),8,11,12,0,0.00,12,12,12,11,18,2000,70,135,16,85,58
5005078,Man Utd,D (C),35,3/1/1988 (35 years old),15,15,14,970,6.71,14,14,17,11,16,6000,139,155,17,185,129
5005191,Chorley,GK,37,11/9/1985 (37 years old),12,13,10,90,6.50,12,3,14,16,4,1000,50,80,2,46,39
5005635,Gateshead,GK,37,30/4/1986 (37 years old),15,13,11,0,0.00,15,12,15,12,9,3500,82,130,9,72,71
5006313,Bolton,ST (C),36,14/8/1986 (36 years old),12,16,17,0,0.00,12,9,10,8,6,3000,94,135,15,107,83
5006568,Nottm Forest,GK,36,24/1/1987 (36 years old),13,13,13,0,0.00,12,11,11,13,7,5000,110,138,13,185,103
5006680,Birmingham,GK,33,7/2/1990 (33 years old),13,12,10,360,6.92,11,11,11,12,3,4000,107,134,13,134,100
5007209,Burton Albion,"D (RC), WB (R)",35,29/12/1987 (35 years old),18,14,14,3122,6.74,12,12,13,14,19,2850,102,128,20,107,96
5007474,Notts County,"DM, M (C)",31,15/1/1992 (31 years old),14,9,8,3120,6.94,14,14,8,12,6,3500,100,125,10,85,94
5007634,Middlesbrough,GK,34,18/2/1989 (34 years old),12,12,10,0,0.00,10,8,11,10,12,2000,90,120,18,134,85
5008069,Bristol Rovers,"AM (RL), ST (C)",34,25/3/1989 (34 years old),12,10,11,510,7.01,12,12,10,9,9,3500,97,140,11,107,86
5008153,Boreham Wood,D (C),34,17/3/1989 (34 years old),16,11,11,2462,6.70,12,8,12,6,10,1250,81,87,7,72,73
5101569,Cambridge United,"AM (R), ST (C)",33,29/3/1990 (33 years old),9,13,17,1462,6.51,14,13,9,14,5,3750,108,127,12,107,96
5102543,FCV Dender,"DM, M (RLC)",33,10/9/1989 (33 years old),10,15,10,169,6.78,11,10,9,11,5,1950,104,110,12,96,94
5105707,Southport,GK,41,19/1/1982 (41 years old),11,8,6,0,0.00,10,5,9,4,8,850,50,75,5,46,39
5106160,Blyth Spartans,D (C),39,10/11/1983 (39 years old),13,15,13,460,6.60,11,12,12,9,6,1000,50,75,10,46,39
5106363,Brighton,"D/WB (RL), DM, M (C)",37,4/1/1986 (37 years old),20,19,17,1837,6.78,15,17,14,18,14,6250,141,157,18,185,132
5108155,Brighton,GK,32,18/8/1990 (32 years old),17,14,13,3780,6.90,8,13,12,7,8,5600,145,145,18,185,142
5108293,Nottm Forest,ST (C),31,7/12/1991 (31 years old),16,15,11,51,6.60,13,15,11,15,9,5500,130,138,13,185,130
5108769,Farsley,GK,40,29/3/1983 (40 years old),11,9,11,0,0.00,8,12,8,7,5,400,35,59,3,46,24
5109668,Man City,GK,37,3/9/1985 (37 years old),15,13,15,0,0.00,13,8,12,13,8,4750,118,148,20,185,107
5109673,Boston United,"DM, M (C)",37,1/1/1986 (37 years old),5,13,11,3432,7.11,12,6,9,7,15,1800,81,110,12,46,68
5109708,Doncaster,"D/WB (L), DM, M (LC)",34,24/9/1988 (34 years old),15,10,16,3525,6.85,12,10,11,13,8,2250,94,120,15,85,86
5112026,King's Lynn Town,GK,37,28/6/1986 (37 years old),17,14,8,3690,6.80,14,12,17,10,6,2500,66,111,3,46,58
5112064,Man Utd,GK,37,15/4/1986 (37 years old),17,13,10,0,0.00,16,11,14,13,6,5750,126,150,17,185,116
5112191,Mansfield,GK,38,9/12/1984 (38 years old),14,12,13,0,0.00,12,9,10,11,4,2100,55,110,10,85,43
5112316,Harrogate Town,"DM, M (C)",32,25/8/1990 (32 years old),7,18,17,3544,6.82,16,14,16,11,7,1750,89,105,7,85,89
5112486,Leyton Orient,"DM, M (C)",38,22/4/1985 (38 years old),18,14,14,2863,6.73,12,14,15,12,6,3000,96,125,9,107,86
5112561,Forest Green,D (C),36,11/8/1986 (36 years old),15,15,12,817,6.66,14,13,13,12,11,3000,93,132,8,85,82
5112614,Solihull Moors,D (C),35,19/8/1987 (35 years old),13,17,10,2108,6.83,14,13,10,12,6,3250,83,86,7,72,72
5112636,Fylde,GK,37,23/10/1985 (37 years old),10,10,9,90,6.80,8,9,10,4,5,1650,68,109,11,72,57
5112649,Doncaster,D (C),37,5/7/1985 (37 years old),18,12,13,2174,6.64,13,14,10,11,15,2400,95,120,15,85,85
5112949,Torquay United,D (LC),37,14/1/1986 (37 years old),16,8,12,4140,6.83,11,14,11,3,10,2500,79,121,9,46,68
5112976,Cheltenham,D (C),38,15/3/1985 (38 years old),20,17,16,2481,6.62,16,13,14,13,14,3500,98,140,8,107,89
5113004,York City,GK,37,20/9/1985 (37 years old),16,14,14,1526,6.94,12,13,10,15,11,3500,85,136,7,72,74
5113149,Everton,D/WB/M (RL),37,9/7/1985 (37 years old),20,14,13,489,6.59,15,12,13,16,5,5600,130,156,18,185,116
5113183,Man Utd,"DM, M (C)",36,28/12/1986 (36 years old),11,12,16,0,0.00,13,16,11,12,14,4000,96,143,17,185,85
5113246,Notts County,"AM (C), ST (C)",35,29/11/1987 (35 years old),14,14,13,3459,6.75,10,11,12,10,13,4500,116,135,10,85,108
5113684,Braintree,D (C),36,26/7/1986 (36 years old),17,18,9,3013,6.58,11,8,12,18,10,2200,64,64,3,46,55
5114022,Anderlecht,GK,36,5/11/1986 (36 years old),10,15,17,3240,6.79,12,15,12,14,4,6000,140,150,18,147,132
5114619,MK Dons,D (LC),39,18/5/1984 (39 years old),16,18,12,3638,6.75,16,13,16,10,11,2750,97,120,11,85,88
5115857,Bromley,WB/M/AM (RL),35,12/3/1988 (35 years old),10,10,9,412,6.80,12,10,8,5,12,1800,75,115,11,72,64
5116928,Forest Green,GK,35,5/1/1988 (35 years old),12,12,12,4140,6.80,12,8,13,10,2,2250,93,115,8,85,90
5118010,Rotherham,"D (RC), WB (R)",36,11/12/1986 (36 years old),15,14,11,90,6.70,9,13,13,12,17,3000,106,125,10,134,95
5118364,Sutton United,"D (L), M (C)",36,2/1/1987 (36 years old),12,13,12,915,6.87,10,10,14,12,12,1900,80,103,11,85,69
5118439,Fleetwood,GK,36,17/3/1987 (36 years old),18,12,12,0,0.00,14,10,12,10,7,1750,70,112,13,107,68
5118707,Blackburn,D (C),36,20/2/1987 (36 years old),11,16,10,255,6.63,13,12,12,11,8,2500,114,124,15,134,103
5118761,Mansfield,GK,37,12/6/1986 (37 years old),16,15,12,1215,6.76,12,11,9,10,3,2250,90,120,10,85,80
5119852,Bradford City,GK,38,12/6/1985 (38 years old),14,14,7,630,6.97,5,12,13,12,5,2500,76,88,9,85,66
5119893,Salford,D (RC),36,3/10/1986 (36 years old),19,18,13,1504,6.62,10,11,12,15,10,3500,87,135,6,85,80
5119981,Watford,GK,35,20/11/1987 (35 years old),10,14,11,180,6.75,9,15,9,7,6,3000,114,128,18,134,106
5120074,Welling United,DM,36,4/6/1987 (36 years old),10,13,7,3442,6.72,12,12,14,11,4,2250,75,113,4,46,63
5120117,Wrexham,GK,36,21/9/1986 (36 years old),15,14,12,0,0.00,13,8,12,9,5,2250,88,115,12,85,80
5122978,Derby County,GK,35,27/5/1988 (35 years old),14,15,11,0,0.00,12,12,11,6,6,2500,86,118,17,107,81
5123017,Birmingham,GK,36,24/10/1986 (36 years old),18,17,13,4230,6.96,13,15,14,1,5,4000,117,145,13,134,116
5123112,QPR,GK,36,20/6/1987 (36 years old),16,17,13,4500,6.62,13,14,14,16,4,5500,119,150,14,134,117
5123379,Barrow,"DM, M (C)",36,17/10/1986 (36 years old),18,15,15,750,6.67,13,12,10,14,3,2500,87,115,6,85,80
5123412,Brackley Town,GK,41,18/6/1982 (41 years old),15,13,13,3960,6.72,13,15,15,8,5,1000,68,75,4,46,57
5123419,Southend,D/WB (R),35,18/11/1987 (35 years old),5,15,15,284,6.38,11,8,12,12,14,2500,68,120,11,72,56
5123525,Middlesbrough,"WB (R), DM, M (C)",35,21/5/1988 (35 years old),16,14,13,3941,6.92,15,12,15,8,5,3750,123,142,18,134,116
5124381,Bristol Rovers,ST (C),34,4/11/1988 (34 years old),12,14,12,455,6.62,12,12,11,9,8,3750,105,130,11,107,97
5124487,Blyth Spartans,M/AM (C),35,24/11/1987 (35 years old),17,14,14,3224,6.99,9,14,10,9,9,1200,62,72,10,46,59
5124760,Stockport County,GK,34,9/10/1988 (34 years old),18,15,15,3420,6.69,15,16,14,13,4,2000,99,99,13,85,95
5124877,Mansfield,"DM, M/AM (LC)",37,1/4/1986 (37 years old),12,18,14,90,6.80,12,12,12,14,16,3500,95,124,10,85,83
5125012,Brighton,"DM, M/AM (C)",35,10/5/1988 (35 years old),19,15,15,2532,6.58,16,15,15,16,16,6250,146,159,18,185,141
5127684,Hannover,GK,34,12/2/1989 (34 years old),15,13,12,2880,6.81,16,12,17,7,5,5250,127,153,15,125,122
5127729,Blackpool,GK,34,12/9/1988 (34 years old),11,10,14,90,7.20,10,7,14,11,4,2300,84,115,5,107,78
5128259,Amiens,ST (C),34,6/1/1989 (34 years old),13,14,12,106,6.63,13,13,11,12,14,4500,114,146,11,117,105
5128263,Tottenham,GK,35,17/3/1988 (35 years old),20,14,12,270,6.63,16,13,15,13,6,5750,136,150,20,185,130
5128651,Burnley,"AM (RC), ST (C)",33,29/7/1989 (33 years old),16,14,15,574,6.55,13,12,14,12,15,4500,123,142,16,185,114
5129541,Crystal Palace,D (C),34,29/3/1989 (34 years old),14,12,13,0,0.00,12,11,12,10,18,5500,124,138,15,185,115
5130321,Birmingham,ST (C),34,20/3/1989 (34 years old),16,15,15,0,0.00,10,12,11,13,5,3000,102,122,13,134,95
5131168,Ebbsfleet United,M/AM (C),33,6/11/1989 (33 years old),6,9,11,3102,6.65,14,7,7,7,9,2400,75,105,9,72,65
5131229,Reading,"D (C), DM, M (C)",33,3/8/1989 (33 years old),18,16,14,365,6.48,12,13,11,11,18,3000,96,140,17,107,85
5131427,Barrow,D (C),34,23/1/1989 (34 years old),15,14,11,2982,6.73,14,13,12,10,18,3500,97,131,6,85,89
5131969,Kidderminster Harriers,ST (C),34,3/4/1989 (34 years old),8,6,11,275,7.04,10,10,12,5,13,1250,73,85,3,72,62
5133341,Derby County,"DM, M (C)",36,28/4/1987 (36 years old),14,14,14,0,0.00,9,11,7,12,14,2500,81,134,17,107,70
5133521,Chelmsford City,D (C),35,24/3/1988 (35 years old),8,17,10,4331,6.79,9,8,10,12,13,1150,74,93,6,46,63
5133613,AFC Wimbledon,D (C),34,9/11/1988 (34 years old),18,16,15,789,6.64,14,11,12,15,6,2800,90,130,6,85,82
5133909,Torquay United,"DM, M (C)",36,29/11/1986 (36 years old),15,9,8,1653,7.03,10,8,13,9,9,2000,76,107,9,46,66
5134490,Huddersfield,D (C),32,28/11/1990 (32 years old),17,13,13,2458,6.67,11,11,12,15,4,3500,112,134,14,134,109
5207451,Wrexham,ST (C),36,26/3/1987 (36 years old),16,11,12,388,6.88,12,11,14,18,13,4000,102,136,12,85,94
5208339,Woking,D (C),36,15/6/1987 (36 years old),16,14,12,0,0.00,11,10,11,10,12,2250,78,110,9,72,75
5211506,Eastleigh,"M (RL), AM (RLC)",34,16/1/1989 (34 years old),8,10,13,1887,6.84,14,13,7,10,8,3000,90,120,7,72,79
5220454,Bradford City,"DM, M (C)",34,4/11/1988 (34 years old),7,11,13,921,6.51,15,10,12,7,12,3500,92,128,9,85,81
5251774,Real Betis,GK,40,13/4/1983 (40 years old),17,14,14,961,6.93,10,8,14,12,15,6200,139,167,14,178,120
5512100,Peterborough Sports,ST (C),38,24/9/1984 (38 years old),16,14,13,119,6.83,10,12,10,16,4,1750,36,120,1,46,28
5605287,Wolfsberger AC,"DM, M (C)",35,30/6/1988 (35 years old),12,12,10,2868,6.90,14,12,12,9,12,3500,110,120,14,140,99
5606030,Osnabrück,"M (R), AM (RL)",30,15/3/1993 (30 years old),12,13,11,533,6.56,11,9,11,12,9,2800,112,127,10,125,112
5607377,Red Bull Salzburg,D/WB/M (L),37,30/10/1985 (37 years old),13,18,8,1830,6.85,17,13,14,10,11,5250,130,137,19,140,115
5607395,FC Blau-Weiß Linz,GK,35,8/11/1987 (35 years old),7,12,12,360,6.35,9,7,12,9,13,3700,109,124,10,140,101
5610023,Wolfsburg,GK,35,13/11/1987 (35 years old),15,15,12,495,6.90,14,12,10,9,2,3750,112,124,15,173,105
5652198,Aris,D (C),30,6/8/1992 (30 years old),14,12,14,2880,6.94,12,10,14,13,3,4250,125,130,9,130,125
5666492,Salernitana,GK,37,13/7/1985 (37 years old),19,16,13,3600,6.76,16,15,14,15,7,6000,132,148,13,173,124
5729054,Cremonese,ST (C),34,10/11/1988 (34 years old),16,14,16,3159,7.03,14,11,15,12,5,4950,128,136,17,120,120
5747078,Hellas Verona,M/AM (RL),32,15/9/1990 (32 years old),17,14,13,2671,6.60,11,11,13,13,7,5200,129,144,13,173,125
5781409,Lamia,AM (RL),36,28/4/1987 (36 years old),10,12,10,430,6.71,16,11,11,16,13,2750,110,145,6,130,99
5789055,Leixões,GK,35,17/7/1987 (35 years old),18,14,16,3270,7.00,10,11,10,8,10,2100,97,108,12,104,94
5789799,PAOK,GK,34,14/4/1989 (34 years old),13,12,10,540,7.08,11,12,13,13,9,2750,110,120,14,130,104
6701096,Villarreal,GK,40,31/8/1982 (40 years old),20,20,20,1110,6.86,13,14,12,20,6,6000,135,175,17,178,120
7450658,Villalbés,"M (C), AM (RLC)",38,14/2/1985 (38 years old),13,8,12,2188,6.94,12,10,13,20,7,2100,92,105,8,73,82
7451366,Mallorca,GK,39,25/5/1984 (39 years old),11,13,13,0,0.00,14,13,15,8,11,4600,122,144,12,178,105
7452379,Intercity,GK,41,29/9/1981 (41 years old),15,14,11,3150,6.66,14,15,14,13,5,2950,99,129,9,87,89
7452450,Villarreal,D (C),37,4/9/1985 (37 years old),15,13,15,3012,6.84,16,13,15,16,12,6750,148,161,17,178,128
7456688,Real Oviedo,"M (C), AM (RLC)",38,13/12/1984 (38 years old),19,15,14,2409,6.77,16,14,16,17,12,6250,140,165,15,116,122
7456721,Sevilla,D/WB/M/AM (R),37,21/11/1985 (37 years old),18,16,14,3585,6.86,15,15,13,5,12,6350,137,161,16,178,125
7458262,Talavera,GK,37,2/12/1985 (37 years old),8,8,8,2482,6.83,10,5,15,7,9,3500,110,122,7,73,99
7458272,Sevilla,D (C),37,30/3/1986 (37 years old),18,20,18,4150,6.94,20,19,13,12,9,7050,151,174,16,178,146
7458290,Sporting CP,GK,36,13/5/1987 (36 years old),16,13,13,3189,6.96,12,12,15,14,9,5900,138,155,20,158,136
7458326,Atlético Saguntino,"M (RL), AM (RLC), ST (C)",36,5/1/1987 (36 years old),11,2,11,2793,7.03,15,8,11,9,9,2500,100,120,2,73,87
7563749,Hertha,"D (RL), WB (R)",36,30/10/1986 (36 years old),18,15,12,1923,6.96,12,12,15,14,6,4000,115,130,17,125,107
7980117,Pisa,"AM (RL), ST (C)",38,26/10/1984 (38 years old),14,17,13,0,0.00,16,14,13,10,7,3950,108,121,11,120,98
7984024,Pergolettese,D (LC),36,19/5/1987 (36 years old),15,14,14,3085,6.78,14,12,14,10,9,2100,90,120,5,80,80
7984127,Torres,"D (RC), WB/M (R)",36,17/5/1987 (36 years old),15,11,11,2913,6.61,14,12,10,9,5,4500,106,132,7,80,96
7984338,Giugliano,D (C),36,24/4/1987 (36 years old),16,14,15,2923,6.71,12,15,14,10,6,2600,99,120,5,80,95
7984373,Benevento,ST (C),36,15/7/1986 (36 years old),15,17,13,0,0.00,12,10,12,19,9,2800,101,120,12,80,89
7984549,Südtirol,D (C),37,5/2/1986 (37 years old),18,15,14,1189,6.63,13,15,14,19,8,4950,114,141,14,120,104
7987847,SPAL,ST (C),38,8/9/1984 (38 years old),18,18,18,2374,7.17,15,13,14,14,8,4750,106,136,12,80,95
7988366,Cagliari,GK,37,15/3/1986 (37 years old),15,15,15,0,0.00,10,10,11,10,8,3200,96,119,14,173,85
7988368,Mantova,"DM, M (C)",36,26/5/1987 (36 years old),17,14,13,3112,7.03,13,16,13,9,9,3600,110,113,12,80,101
7988458,Elversberg,ST (C),37,25/6/1986 (37 years old),10,12,12,23,6.40,15,8,14,10,10,3500,104,113,8,125,93
7988771,Ternana,ST (C),36,16/6/1987 (36 years old),15,15,18,1166,6.73,16,15,15,13,14,4500,108,135,12,120,98
7989257,Ascoli,GK,37,1/12/1985 (37 years old),13,13,11,3360,6.76,16,11,12,15,12,5250,112,150,13,120,102
7990060,Inter,"D (RLC), WB (RL), M (R)",33,2/12/1989 (33 years old),20,18,16,2614,6.90,14,18,15,10,5,6250,147,150,18,173,144
7990128,Sassuolo,GK,36,27/1/1987 (36 years old),17,17,16,3510,6.85,14,13,13,13,4,5000,129,143,12,173,126
7990165,Cagliari,"M (C), AM (LC)",34,22/8/1988 (34 years old),13,13,12,12,0.00,10,11,13,12,10,5000,119,135,14,173,108
7990240,Catania,ST (C),34,29/9/1988 (34 years old),18,14,15,1799,6.95,14,15,11,13,8,4550,106,125,17,80,103
7990244,Pergolettese,"D (C), DM, M (C)",36,17/1/1987 (36 years old),15,14,12,1629,6.66,15,13,12,11,5,2250,97,122,5,80,86
7990630,Fiorenzuola,D (C),35,15/4/1988 (35 years old),15,13,14,1819,6.60,13,12,11,14,14,4000,91,123,6,80,82
7991070,Udinese,GK,37,25/10/1985 (37 years old),17,16,15,180,6.30,13,7,13,15,7,4250,108,140,14,173,100
7991221,Giugliano,GK,35,8/7/1987 (35 years old),12,12,15,3150,6.64,11,10,12,12,8,2250,91,112,5,80,86
8111754,OFI,"D (RL), WB (R)",31,15/7/1991 (31 years old),14,11,11,667,6.65,13,12,11,11,5,2750,110,125,11,130,101
8150316,Anderlecht,D (LC),36,24/4/1987 (36 years old),14,12,14,2936,6.84,13,17,16,14,11,6250,132,165,18,147,117
8154170,Lommel,"D (C), DM",33,8/10/1989 (33 years old),14,14,14,2840,6.97,13,12,13,12,14,4500,116,129,11,96,107
8156077,Clermont Foot,D (RC),26,16/2/1997 (26 years old),12,14,11,2880,6.83,13,11,13,12,12,3500,126,135,12,161,128
8156616,ADO Den Haag,"D (C), DM",36,25/5/1987 (36 years old),17,15,15,6,0.00,13,12,15,18,5,3750,107,120,12,110,100
8156623,RAAL La Louvière,GK,33,16/11/1989 (33 years old),13,13,14,2461,6.78,13,11,15,11,7,3500,109,115,12,85,101
8156635,Club Brugge,"D (RC), DM",35,27/5/1988 (35 years old),13,15,14,2519,6.77,11,10,12,14,8,4250,121,130,20,147,111
8156639,Gent,"DM, M (C)",35,26/2/1988 (35 years old),18,16,16,3314,6.90,14,12,13,14,10,5500,122,135,17,147,121
8157487,Young Reds,GK,35,25/11/1987 (35 years old),13,14,12,0,0.00,6,12,14,13,12,2500,100,115,14,85,96
8163050,KSC Lokeren-Temse,"D (LC), WB (L)",33,28/9/1989 (33 years old),5,4,15,636,6.65,12,9,11,14,5,2000,90,105,13,85,79
8167246,Club Brugge,GK,35,6/3/1988 (35 years old),18,15,15,3810,6.85,13,13,13,16,4,5750,135,152,20,147,135
8169215,Atlético de Madrid,"D (C), DM, M (C)",34,12/1/1989 (34 years old),16,13,8,3513,6.92,18,18,16,17,10,6600,147,160,17,178,141
8169216,Zulte Waregem,ST (C),34,22/3/1989 (34 years old),15,13,7,2379,6.93,15,16,14,15,4,3750,110,135,15,96,99
8169289,Westerlo,M/AM (RL),33,2/8/1989 (33 years old),15,12,14,1160,6.67,12,13,9,8,19,5000,120,145,13,147,109
8169294,KVK Tienen,"AM (RLC), ST (C)",33,11/10/1989 (33 years old),10,14,13,1946,7.06,14,11,14,12,11,2000,98,106,8,85,87
8169379,Deinze,"DM, M (RC), AM (RLC)",36,25/2/1987 (36 years old),14,12,14,434,6.71,12,8,8,8,6,4250,105,110,12,96,94
8170917,RFC Liège,"D (C), DM, M (C)",36,2/5/1987 (36 years old),12,14,13,2479,6.64,12,11,16,11,16,4200,97,111,12,96,86
8184902,Hoogstraten VV,GK,33,10/4/1990 (33 years old),14,14,15,1710,6.62,2,13,11,11,5,1700,77,89,12,85,72
8188476,Lommel,"DM, M (C)",34,12/9/1988 (34 years old),12,14,12,74,6.90,12,11,15,10,18,1700,106,114,11,96,95
8189433,Young Reds,"D (C), DM, M (C)",37,26/3/1986 (37 years old),13,17,10,1604,6.76,14,8,18,20,15,2000,94,115,14,85,84
8189605,Lierse Kempenzonen,"D (RC), WB (R), DM",32,16/10/1990 (32 years old),14,14,12,2601,6.74,15,11,14,13,5,3500,113,113,10,96,108
8189606,Sint-Truiden,GK,32,21/12/1990 (32 years old),14,14,14,360,6.75,15,14,11,7,15,3000,96,110,14,147,90
8189624,Sint-Eloois-Winkel Sport,"WB (R), DM, M (R)",32,11/7/1990 (32 years old),8,17,10,1502,6.76,16,9,12,12,7,950,79,88,10,85,75
8189628,KSC Lokeren-Temse,ST (C),32,22/12/1990 (32 years old),12,11,10,125,6.53,5,11,11,18,11,2500,87,100,13,85,79
8189634,KVV Thes Sport,"D (C), DM",33,9/3/1990 (33 years old),10,7,11,2989,6.88,12,12,12,18,8,1250,92,110,10,85,82
8189676,Hoogstraten VV,"DM, M (C)",33,23/2/1990 (33 years old),8,2,13,596,6.75,6,13,20,9,5,250,75,76,12,85,62
8189683,Union Saint-Gilloise,D/WB/M/AM (R),33,3/6/1990 (33 years old),7,10,11,555,6.74,13,7,14,12,16,3750,104,115,12,147,93
8189704,Union Saint-Gilloise,GK,33,29/4/1990 (33 years old),14,14,14,4020,6.75,11,14,15,17,12,4250,121,124,12,147,120
8189806,Antwerp,"D (RC), WB (R)",34,28/11/1988 (34 years old),14,17,10,3653,6.80,15,13,17,15,11,4250,122,133,15,147,115
8425575,Thonon Evian Grand Geneve,D (LC),38,30/4/1985 (38 years old),13,13,13,2205,6.75,13,10,12,10,11,2250,90,115,7,66,79
8428461,Rennes,GK,38,28/3/1985 (38 years old),17,14,16,3630,6.75,14,13,15,8,3,5500,134,154,16,161,123
8428615,Bourges Foot 18,"AM (R), ST (C)",36,27/2/1987 (36 years old),13,14,13,2138,7.15,13,12,11,7,10,2650,98,115,5,66,87
8428657,FC Fleury 91,"DM, M (C)",37,21/6/1986 (37 years old),11,13,10,1962,6.97,13,10,12,10,10,2000,91,115,5,66,80
8430773,Bari,"AM (C), ST (C)",36,7/5/1987 (36 years old),12,14,16,10,0.00,12,11,10,15,12,4500,112,158,11,120,100
8431097,Dijon,D (C),38,5/4/1985 (38 years old),17,15,14,1980,6.88,9,15,10,10,8,3500,102,136,15,85,91
8431694,FCSR Haguenau,D (LC),36,19/9/1986 (36 years old),12,14,11,2068,6.67,13,11,12,12,7,1500,89,96,4,66,78
8431696,Thonon Evian Grand Geneve,"D (C), DM",35,24/7/1987 (35 years old),16,15,13,2160,6.70,12,8,10,14,9,3000,90,110,7,66,79
8431728,La Roche VF,"D (RL), WB (R)",35,19/5/1988 (35 years old),14,14,12,2368,6.92,12,14,11,17,9,1450,89,101,6,66,78
8431809,Le Mans FC,"DM, M (C)",37,20/3/1986 (37 years old),17,13,14,2768,6.96,14,12,12,12,5,3550,110,142,12,85,100
8432388,Sint-Eloois-Winkel Sport,ST (C),38,12/12/1984 (38 years old),13,10,14,3025,7.10,12,12,14,12,7,3250,102,135,10,85,90
8434157,Amiens,GK,36,8/12/1986 (36 years old),15,14,13,2779,6.72,14,12,12,13,5,3550,117,130,11,117,112
8434242,Bochum,"DM, M (C)",37,10/3/1986 (37 years old),20,17,16,1644,6.67,14,18,18,16,2,5000,130,132,13,173,125
8438629,Pau,"DM, M (C)",38,9/1/1985 (38 years old),14,16,13,797,6.89,14,13,12,16,15,3750,115,148,6,117,102
8438878,FC Borgo,"AM (RL), ST (C)",37,5/3/1986 (37 years old),14,13,13,1618,6.86,14,12,11,17,10,3000,100,120,8,66,88
8439535,Villefranche Beaujolais,"DM, M/AM (C)",35,1/12/1987 (35 years old),11,10,12,2679,7.05,13,8,12,18,8,2500,100,105,5,85,89
8440212,Concarneau,D/WB/M (R),36,14/1/1987 (36 years old),17,15,13,928,6.64,14,12,12,17,10,3750,110,124,5,117,99
8440903,Châteauroux,"D (C), DM, M (C)",37,20/5/1986 (37 years old),15,16,15,1334,6.81,12,14,10,14,11,4000,97,148,14,85,85
8440938,Paris FC,"DM, M (RC)",34,16/1/1989 (34 years old),15,14,13,515,7.12,13,13,11,19,14,3650,113,129,13,117,102
8440940,US Avranches,GK,34,6/3/1989 (34 years old),12,13,11,180,6.70,13,10,12,11,7,1500,85,96,8,85,80
8440961,Hyères 83 FC,M/AM (C),35,10/1/1988 (35 years old),13,11,14,1545,6.52,12,6,10,8,15,2750,98,147,5,66,87
8441455,Alcorcón,D (C),36,14/10/1986 (36 years old),16,14,12,3471,6.60,13,12,12,15,9,5400,123,137,11,116,115
8442281,FC Versailles 78,D (RLC),35,22/4/1988 (35 years old),16,15,14,1569,6.70,13,14,11,12,7,3000,96,117,13,85,85
8442413,Strasbourg,GK,34,20/3/1989 (34 years old),14,15,12,1530,6.79,15,12,11,17,5,3000,110,115,12,161,107
8442419,Grenoble,D (C),34,20/5/1989 (34 years old),14,15,13,45,0.00,14,13,12,10,9,3250,107,125,10,117,101
8442435,Bastia,GK,35,29/1/1988 (35 years old),10,13,13,3330,6.64,15,11,11,12,8,2750,110,124,12,117,105
8442448,Le Havre,"AM (RL), ST (C)",33,17/12/1989 (33 years old),15,15,16,1396,6.55,15,15,13,17,7,5500,124,140,15,161,117
8442730,Racing Besançon,"M (L), AM (LC)",35,11/7/1987 (35 years old),10,10,14,2099,7.03,14,8,9,14,13,2250,94,132,8,66,84
8442734,Mantova,D (C),36,5/3/1987 (36 years old),15,15,14,90,6.60,12,11,10,6,4,4250,100,135,12,80,90
8443233,Pau,"DM, M/AM (C)",32,26/10/1990 (32 years old),12,13,15,3254,6.89,13,12,12,7,10,5000,112,135,6,117,104
8443362,Laval,ST (C),34,11/9/1988 (34 years old),12,13,14,2485,7.16,10,14,13,9,6,3000,113,115,12,117,104
8443369,Laval,"DM, M/AM (C)",34,8/9/1988 (34 years old),14,14,12,2985,6.90,14,11,13,11,5,3250,110,116,12,117,100
8444753,SR Colmar,DM,36,27/3/1987 (36 years old),13,15,12,1866,6.81,13,12,13,5,8,3500,101,119,6,66,91
8444765,Kifisia,"DM, M (C)",33,8/11/1989 (33 years old),12,8,11,2771,6.66,14,7,12,14,10,5000,115,155,6,130,106
8446396,Stade Olympique Romorantinais,GK,37,17/5/1986 (37 years old),13,16,13,1914,6.68,16,14,14,17,5,1500,86,100,6,66,75
